guid,pubDate,mp_profile_url,mp_short_nm,min_title,deadline,merged_description
https://www.ourcommons.ca/PublicationSearch/en/13308718,2024-10-07 10:54:54-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:54:54-04:00,"Reports of the College of Patent Agents and Trademark Agents for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-1299-03. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308712,2024-10-07 10:49:55-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:49:55-04:00,"Reports of Statistics Canada for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-655-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308710,2024-10-07 10:49:13-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:49:13-04:00,"Reports of the Canadian Space Agency for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-502-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308705,2024-10-07 10:41:39-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:41:39-04:00,"Reports of the Standards Council of Canada for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-642-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308696,2024-10-07 10:36:25-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:36:25-04:00,"Reports of the Social Sciences and Humanities Research Council for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-660-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308690,2024-10-07 10:35:00-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:35:00-04:00,"Reports of the Canada Foundation for Innovation for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-935-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308681,2024-10-07 10:31:11-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:31:11-04:00,"Reports of the Pierre Elliott Trudeau Foundation for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-938-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308666,2024-10-07 10:25:43-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:25:43-04:00,"Reports of the Department of Industry for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-723-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308661,2024-10-07 10:22:47-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88633,Mr. Champagne,"Minister of Innovation, Science and Industry) ",2024-11-06 10:22:47-04:00,"Reports of the Natural Sciences and Engineering Research Council of Canada for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-719-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308437,2024-10-07 10:04:28-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88961,Mr. Blair,Minister of National Defence) ,2024-11-06 10:04:28-04:00,"Reports of the Military Police Complaints Commission for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-853-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13305036,2024-10-04 09:57:33-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-03 09:57:33-04:00,"Reports of the Office of the Director of Public Prosecutions for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-917-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13305021,2024-10-04 09:56:18-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 09:56:18-04:00,"Reports of the Department of Public Safety and Emergency Preparedness for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-880-35. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13304946,2024-10-04 09:51:56-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-03 09:51:56-04:00,"Report of the Office of the Director of Public Prosecutions for the fiscal year ended March 31, 2024, pursuant to the Director of Public Prosecutions Act, S.C. 2006, c. 9, sbs. 16(2).  — Sessional Paper No. 8560-441-934-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Justice and Human Rights)"
https://www.ourcommons.ca/PublicationSearch/en/13304869,2024-10-04 09:48:57-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 09:48:57-04:00,"Reports of the Parole Board of Canada for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-880-34. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13304845,2024-10-04 09:43:10-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 09:43:10-04:00,"Reports of the Office of the Correctional Investigator of Canada for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-880-33. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13304783,2024-10-04 09:30:53-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 09:30:53-04:00,"Reports of the Canadian Security Intelligence Service for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-880-32. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13303729,2024-10-04 09:03:11-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 09:03:11-04:00,"Reports of the Royal Canadian Mounted Police External Review Committee for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-880-31. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13303723,2024-10-04 08:56:56-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 08:56:56-04:00,"Reports of the Civilian Review and Complaints Commission for the Royal Canadian Mounted Police for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-880-30. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13303713,2024-10-04 08:50:13-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 08:50:13-04:00,"Reports of the Correctional Service of Canada for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-880-29. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13303695,2024-10-04 08:39:58-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 08:39:58-04:00,"Reports of the Canada Border Services Agency for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-880-28. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13303674,2024-10-04 08:27:44-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 08:27:44-04:00,"Report of the Civilian Review and Complaints Commission for the Royal Canadian Mounted Police for the fiscal year ended March 31, 2024, pursuant to the Royal Canadian Mounted Police Act, R.S., 1985, c. R-10, s. 45.52.  — Sessional Paper No. 8560-441-550-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Public Safety and National Security)"
https://www.ourcommons.ca/PublicationSearch/en/13307216,2024-10-04 14:29:17-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88316,Mr. Fraser,"Minister of Housing, Infrastructure and Communities) ",2024-11-03 14:29:17-04:00,"Reports of the Jacques Cartier and Champlain Bridges Incorporated for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-634-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306868,2024-10-04 13:42:57-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88316,Mr. Fraser,"Minister of Housing, Infrastructure and Communities) ",2024-11-03 13:42:57-04:00,"Reports of the Canada Infrastructure Bank for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act , R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-1146-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306821,2024-10-04 13:33:55-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88316,Mr. Fraser,"Minister of Housing, Infrastructure and Communities) ",2024-11-03 13:33:55-04:00,"Reports of the Windsor-Detroit Bridge Authority for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-963-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306742,2024-10-04 13:21:08-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88705,Ms. Khera,"Minister of Diversity, Inclusion and Persons with Disabilities) ",2024-11-03 13:21:08-04:00,"Reports of the Canadian Accessibility Standards Development Organization for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-1154-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306718,2024-10-04 13:09:20-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88316,Mr. Fraser,"Minister of Housing, Infrastructure and Communities) ",2024-11-03 13:09:20-04:00,"Summaries of the amended Corporate Plan and Budgets for 2024-28 of the Canada Mortgage and Housing Corporation, pursuant to the Financial Administration Act, R.S., 1985, c. F-11, sbs. 125(4).  — Sessional Paper No. 8562-441-811-09. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities)"
https://www.ourcommons.ca/PublicationSearch/en/13306704,2024-10-04 13:07:43-04:00,//www.ourcommons.ca/Parliamentarians/en/members/107097,Ms. Ien,Minister for Women and Gender Equality and Youth) ,2024-11-03 13:07:43-04:00,"Reports of the Department for Women and Gender Equality for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-675-05. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306702,2024-10-04 13:04:41-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-03 13:04:41-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Canadian Intergovernmental Conference Secretariat, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1312-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13306620,2024-10-04 12:54:46-04:00,//www.ourcommons.ca/Parliamentarians/en/members/96081,Ms. Anand,Minister of Transport) ,2024-11-03 12:54:46-04:00,"Report of the Office of the Administrator of the Ship-source Oil Pollution Fund, together with the Auditors' Report, for the fiscal year ended March 31, 2024, pursuant to the Marine Liability Act, S.C. 2001, c. 6, s. 121.  — Sessional Paper No. 8560-441-606-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13306607,2024-10-04 12:53:56-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Energy and Natural Resources) ,2024-11-03 12:53:56-04:00,"Reports of the Canada-Newfoundland and Labrador Offshore Petroleum Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-556-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306548,2024-10-04 12:49:00-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Energy and Natural Resources) ,2024-11-03 12:49:00-04:00,"Reports of the Canadian Nuclear Safety Commission for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-623-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306545,2024-10-04 12:48:38-04:00,//www.ourcommons.ca/Parliamentarians/en/members/96081,Ms. Anand,Minister of Transport) ,2024-11-03 12:48:38-04:00,"Report of the Office of the Administrator of the Fund for Railway Accidents Involving Designated Goods, together with the Auditors' Report, for the fiscal year ended March 31, 2024, pursuant to the Canada Transportation Act, S.C. 1996, c. 10, s. 155.93.  — Sessional Paper No. 8560-441-1109-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13306513,2024-10-04 12:44:15-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-03 12:44:15-04:00,"Reports of the Canadian Human Rights Commission for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-680-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306480,2024-10-04 12:41:04-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Energy and Natural Resources) ,2024-11-03 12:41:04-04:00,"Reports of the Northern Pipeline Agency for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-720-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306231,2024-10-04 12:34:35-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Energy and Natural Resources) ,2024-11-03 12:34:35-04:00,"Reports of the Canada-Nova Scotia Offshore Petroleum Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-378-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306113,2024-10-04 12:26:51-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Energy and Natural Resources) ,2024-11-03 12:26:51-04:00,"Reports of the Canadian Energy Regulator for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-1257-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306043,2024-10-04 12:18:47-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-03 12:18:47-04:00,"Reports of the Administrative Tribunals Support Service of Canada for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-965-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306042,2024-10-04 12:18:25-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-03 12:18:25-04:00,"Reports of the Law Commission of Canada for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-863-01. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13306041,2024-10-04 12:17:05-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Energy and Natural Resources) ,2024-11-03 12:17:05-04:00,"Reports of Atomic Energy of Canada Limited for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-939-04. (Pursuant to Standing Order 108(3)(h)(v) , permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13305777,2024-10-04 11:42:39-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-03 11:42:39-04:00,"Report of the Law Commission of Canada for the fiscal year ended March 31, 2024, pursuant to the Law Commission of Canada Act, S.C. 1996, c. 9, s. 24.  — Sessional Paper No. 8560-441-371-01. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Justice and Human Rights)"
https://www.ourcommons.ca/PublicationSearch/en/13305730,2024-10-04 11:36:59-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Energy and Natural Resources) ,2024-11-03 11:36:59-04:00,"Reports of the Department of Natural Resources for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-653-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13305646,2024-10-04 11:25:42-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Natural Resources) ,2024-11-03 11:25:42-04:00,"Report of the Canadian Nuclear Safety Commission for the fiscal year ended March 31, 2024, pursuant to the Nuclear Safety and Control Act, S.C. 1997, c. 9, s. 72.  — Sessional Paper No. 8560-441-771-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Natural Resources)"
https://www.ourcommons.ca/PublicationSearch/en/13305609,2024-10-04 11:18:09-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Energy and Natural Resources) ,2024-11-03 11:18:09-04:00,"Report of the Canadian Energy Regulator for the fiscal year ended March 31, 2024, pursuant to the Canadian Energy Regulator Act, S.C. 2019, c. 28, sbs. 18(1).  — Sessional Paper No. 8560-441-1254-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Natural Resources)"
https://www.ourcommons.ca/PublicationSearch/en/13305596,2024-10-04 11:15:44-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-03 11:15:44-04:00,"Reports of the Department of Justice for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-676-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13305583,2024-10-04 11:09:04-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89300,Mr. Wilkinson,Minister of Natural Resources) ,2024-11-03 11:09:04-04:00,"Report of the Commission of the Canadian Energy Regulator for the fiscal year ended March 31, 2024, pursuant to the Canadian Energy Regulator Act, S.C. 2019, c. 28, sbs. 36(1).  — Sessional Paper No. 8560-441-1256-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Natural Resources)"
https://www.ourcommons.ca/PublicationSearch/en/13305453,2024-10-04 10:58:18-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88364,Ms. Petitpas Taylor,Minister of Veterans Affairs and Associate Minister of National Defence) ,2024-11-03 10:58:18-04:00,"Reports of the Department of Veterans Affairs for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-708-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13305388,2024-10-04 10:48:47-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88984,Ms. Hajdu,Minister of Indigenous Services and Minister responsible for the Federal Economic Development Agency for Northern Ontario) ,2024-11-03 10:48:47-04:00,"Reports of the Federal Economic Development Agency for Northern Ontario for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-1297-03. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
